site,project_name,id,project_id,plot,latitude,longitude,treatment,profile,min_org,horizon,raw_depth,adjusted_depth,sample_depth,fine_coarse,fine_bulk_density,fine_carbon,fine_nitrogen,dry_matter,carbon
JFSP_TC14,JFSP_Boby,ps.5136,JFSP_Boby_ps.405,JFSP_TC14,63.63045,-142.3082,Burn,1,min,M1,8.0,16.34,5.0,1,0.496783426,7.282,0.296,24839.1713,1808.788454
JFSP_TC14,JFSP_Boby,ps.5135,JFSP_Boby_ps.404,JFSP_TC14,63.63045,-142.3082,Burn,1,org,F,3.0,11.34,3.0,1,0.121903711,33.348,1.318,3657.11133,1219.573486
JFSP_TC14,JFSP_Boby,ps.5140,JFSP_Boby_ps.409,JFSP_TC14,63.63045,-142.3082,Burn,2,min,M2,13.0,21.34,5.0,1,1.302618844,1.029,0.062,65130.9422,670.1973952
JFSP_TC14,JFSP_Boby,ps.5141,JFSP_Boby_ps.410,JFSP_TC14,63.63045,-142.3082,Burn,3,min,M1,5.0,13.34,5.0,1,0.674385452,6.027,0.275,33719.2726,2032.26056
JFSP_TC14,JFSP_Boby,ps.5142,JFSP_Boby_ps.411,JFSP_TC14,63.63045,-142.3082,Burn,3,min,M2,10.0,18.34,5.0,1,1.353842041,1.077,0.076,67692.10205,729.0439391
JFSP_TC14,JFSP_Boby,ps.5143,JFSP_Boby_ps.412,JFSP_TC14,63.63045,-142.3082,Burn,4,org,H,10.0,18.34,10.0,1,0.115734443,38.408,1.348,11573.4443,4445.128487
JFSP_TC14,JFSP_Boby,ps.5144,JFSP_Boby_ps.413,JFSP_TC14,63.63045,-142.3082,Burn,4,min,M1,15.0,23.34,5.0,1,0.266480079,23.88,1.141,13324.00395,3181.772143
JFSP_TC14,JFSP_Boby,ps.5145,JFSP_Boby_ps.414,JFSP_TC14,63.63045,-142.3082,Burn,4,min,M2,20.0,28.34,5.0,1,0.376287456,20.518,0.954,18814.3728,3860.333011
JFSP_TC14,JFSP_Boby,ps.5137,JFSP_Boby_ps.406,JFSP_TC14,63.63045,-142.3082,Burn,1,min,M2,13.0,21.34,5.0,1,0.673310498,5.495,0.356,33665.5249,1849.920593
JFSP_TC14,JFSP_Boby,ps.5138,JFSP_Boby_ps.407,JFSP_TC14,63.63045,-142.3082,Burn,2,org,H,3.0,11.34,3.0,1,0.23284888,26.436,1.056,6985.4664,1846.677898
JFSP_TC14,JFSP_Boby,ps.5139,JFSP_Boby_ps.408,JFSP_TC14,63.63045,-142.3082,Burn,2,min,M1,8.0,16.34,5.0,1,1.05458143,2.114,0.131,52729.0715,1114.692572
JFSP_TC19,JFSP_Boby,ps.5149,JFSP_Boby_ps.418,JFSP_TC19,63.53854,-142.38543,Burn,1,min,M2,,,,1,1.1,4.32,0.251,,
JFSP_TC19,JFSP_Boby,ps.5146,JFSP_Boby_ps.415,JFSP_TC19,63.53854,-142.38543,Burn,1,org,F,5.5,16.64,5.5,1,0.058742637,46.979,1.016,3230.845035,1517.818689
JFSP_TC19,JFSP_Boby,ps.5147,JFSP_Boby_ps.416,JFSP_TC19,63.53854,-142.38543,Burn,1,org,H,8.5,19.64,3.0,1,0.217025824,23.467,0.686,6510.77472,1527.883504
JFSP_TC19,JFSP_Boby,ps.5148,JFSP_Boby_ps.417,JFSP_TC19,63.53854,-142.38543,Burn,1,min,M1,12.5,23.64,4.0,1,0.722599572,5.864,0.219,28903.98288,1694.929556
JFSP_TC19,JFSP_Boby,ps.5153,JFSP_Boby_ps.422,JFSP_TC19,63.53854,-142.38543,Burn,3,org,F,3.0,14.14,3.0,1,0.266996438,45.0775,1.008,8009.89314,3610.65958
JFSP_TC19,JFSP_Boby,ps.5154,JFSP_Boby_ps.423,JFSP_TC19,63.53854,-142.38543,Burn,3,min,M1,8.0,19.14,5.0,1,0.865763781,1.818,0.097,43288.18905,786.9792769
JFSP_TC19,JFSP_Boby,ps.5155,JFSP_Boby_ps.424,JFSP_TC19,63.53854,-142.38543,Burn,3,min,M2,13.0,24.14,5.0,1,1.716427891,0.587,0.04,85821.39455,503.771586
JFSP_TC19,JFSP_Boby,ps.5156,JFSP_Boby_ps.425,JFSP_TC19,63.53854,-142.38543,Burn,4,org,DM,5.0,16.14,5.0,1,0.036212285,43.043,1.048,1810.61425,779.3426916
JFSP_TC19,JFSP_Boby,ps.5157,JFSP_Boby_ps.426,JFSP_TC19,63.53854,-142.38543,Burn,4,org,F,9.0,20.14,4.0,1,0.05124941,43.176,1.0,2049.9764,885.0978105
JFSP_TC19,JFSP_Boby,ps.5158,JFSP_Boby_ps.427,JFSP_TC19,63.53854,-142.38543,Burn,4,min,M1,13.66666667,24.8,4.666666667,1,0.631765694,6.148,0.229,29482.39906,1812.577894
JFSP_TC19,JFSP_Boby,ps.5159,JFSP_Boby_ps.428,JFSP_TC19,63.53854,-142.38543,Burn,4,min,M2,,,,1,1.1,4.32,0.251,,
JFSP_TC19,JFSP_Boby,ps.5160,JFSP_Boby_ps.429,JFSP_TC19,63.53854,-142.38543,Burn,4,org,H,,,4.0,1,0.147783342,35.369,1.312,5911.33368,2090.779609
JFSP_TC19,JFSP_Boby,ps.5152,JFSP_Boby_ps.421,JFSP_TC19,63.53854,-142.38543,Burn,2,min,M2,,,,1,1.1,4.32,0.251,,
JFSP_TC19,JFSP_Boby,ps.5150,JFSP_Boby_ps.419,JFSP_TC19,63.53854,-142.38543,Burn,2,org,H,4.0,15.14,4.0,1,0.190291371,33.932,0.99,7611.65484,2582.78672
JFSP_TC19,JFSP_Boby,ps.5151,JFSP_Boby_ps.420,JFSP_TC19,63.53854,-142.38543,Burn,2,min,M1,9.0,20.14,5.0,1,0.30693373,10.762,0.371,15346.6865,1651.610401
JFSP_TC23,JFSP_Boby,ps.5162,JFSP_Boby_ps.431,JFSP_TC23,63.46036,-142.46834,Burn,1,min,M1,12.0,27.0,5.0,1,0.808508961,3.228,0.158,40425.44805,1304.933463
JFSP_TC23,JFSP_Boby,ps.5161,JFSP_Boby_ps.430,JFSP_TC23,63.46036,-142.46834,Burn,1,org,H,7.0,22.0,7.0,1,0.276379711,36.185,1.174,19346.57977,7000.55989
JFSP_TC23,JFSP_Boby,ps.5168,JFSP_Boby_ps.437,JFSP_TC23,63.46036,-142.46834,Burn,3,min,M2,16.5,31.5,4.5,1,1.152677595,1.321,0.074,51870.49178,685.2091963
JFSP_TC23,JFSP_Boby,ps.5169,JFSP_Boby_ps.438,JFSP_TC23,63.46036,-142.46834,Burn,4,org,F,5.0,20.0,5.0,1,0.162540587,35.406,1.363,8127.02935,2877.456012
JFSP_TC23,JFSP_Boby,ps.5170,JFSP_Boby_ps.439,JFSP_TC23,63.46036,-142.46834,Burn,4,org,H,10.0,25.0,5.0,1,0.326115002,29.957,1.279,16305.7501,4884.713557
JFSP_TC23,JFSP_Boby,ps.5171,JFSP_Boby_ps.440,JFSP_TC23,63.46036,-142.46834,Burn,4,min,M1,15.0,30.0,5.0,1,1.434581098,1.316,0.086,71729.0549,943.9543625
JFSP_TC23,JFSP_Boby,ps.5172,JFSP_Boby_ps.441,JFSP_TC23,63.46036,-142.46834,Burn,4,min,M2,20.0,35.0,5.0,1,1.802164682,0.417,0.039,90108.2341,375.7513362
JFSP_TC23,JFSP_Boby,ps.5165,JFSP_Boby_ps.434,JFSP_TC23,63.46036,-142.46834,Burn,2,min,M2,10.0,25.0,5.0,1,1.041515289,1.592,0.11,52075.76445,829.04617
JFSP_TC23,JFSP_Boby,ps.5166,JFSP_Boby_ps.435,JFSP_TC23,63.46036,-142.46834,Burn,3,org,H,7.0,22.0,7.0,1,0.226644419,26.527,1.145,15865.10933,4208.537552
JFSP_TC23,JFSP_Boby,ps.5163,JFSP_Boby_ps.432,JFSP_TC23,63.46036,-142.46834,Burn,1,min,M2,17.0,32.0,5.0,1,1.376319464,1.485,0.081,68815.9732,1021.917202
JFSP_TC23,JFSP_Boby,ps.5164,JFSP_Boby_ps.433,JFSP_TC23,63.46036,-142.46834,Burn,2,min,M1,5.0,20.0,5.0,1,0.585496291,5.589,0.338,29274.81455,1636.169385
JFSP_TC23,JFSP_Boby,ps.5167,JFSP_Boby_ps.436,JFSP_TC23,63.46036,-142.46834,Burn,3,min,M1,12.0,27.0,5.0,1,0.898542142,3.356,0.165,44927.1071,1507.753714
JFSP_TC24,JFSP_Boby,ps.5173,JFSP_Boby_ps.442,JFSP_TC24,63.46201,-142.47032,Burn,1,org,F,7.0,23.64,7.0,1,0.047371473,43.729,1.4,3316.00311,1450.055
JFSP_TC24,JFSP_Boby,ps.5174,JFSP_Boby_ps.443,JFSP_TC24,63.46201,-142.47032,Burn,1,org,H,12.0,28.64,5.0,1,0.11797285,32.501,0.803,5898.6425,1917.117799
JFSP_TC24,JFSP_Boby,ps.5176,JFSP_Boby_ps.445,JFSP_TC24,63.46201,-142.47032,Burn,1,min,M2,22.0,38.64,5.0,1,1.506361742,7.344,0.304,75318.0871,5531.360317
JFSP_TC24,JFSP_Boby,ps.5177,JFSP_Boby_ps.446,JFSP_TC24,63.46201,-142.47032,Burn,2,org,H,7.0,23.64,7.0,1,0.107256135,42.531,1.162,7507.92945,3193.197474
JFSP_TC24,JFSP_Boby,ps.5178,JFSP_Boby_ps.447,JFSP_TC24,63.46201,-142.47032,Burn,2,min,M1,12.0,28.64,5.0,1,1.584813019,1.055,0.071,79240.65095,835.9888675
JFSP_TC24,JFSP_Boby,ps.5175,JFSP_Boby_ps.444,JFSP_TC24,63.46201,-142.47032,Burn,1,min,M1,17.0,33.64,5.0,1,0.499658337,16.928,0.666,24982.91685,4229.108164
JFSP_TC24,JFSP_Boby,ps.5184,JFSP_Boby_ps.453,JFSP_TC24,63.46201,-142.47032,Burn,4,org,F,5.0,21.64,5.0,1,0.060854429,43.303,1.151,3042.72145,1317.589669
JFSP_TC24,JFSP_Boby,ps.5185,JFSP_Boby_ps.454,JFSP_TC24,63.46201,-142.47032,Burn,4,org,H,10.0,26.64,5.0,1,0.147079862,37.411,1.144,7353.9931,2751.202359
JFSP_TC24,JFSP_Boby,ps.5186,JFSP_Boby_ps.455,JFSP_TC24,63.46201,-142.47032,Burn,4,min,M1,15.0,31.64,5.0,1,0.773302621,2.126,0.12,38665.13105,822.0206861
JFSP_TC24,JFSP_Boby,ps.5187,JFSP_Boby_ps.456,JFSP_TC24,63.46201,-142.47032,Burn,4,min,M2,20.0,36.64,5.0,1,0.78601312,16.205,0.586,39300.656,6368.671305
JFSP_TC24,JFSP_Boby,ps.5179,JFSP_Boby_ps.448,JFSP_TC24,63.46201,-142.47032,Burn,2,min,M2,17.0,33.64,5.0,1,1.41526091,1.042,0.084,70763.0455,737.3509341
JFSP_TC24,JFSP_Boby,ps.5180,JFSP_Boby_ps.449,JFSP_TC24,63.46201,-142.47032,Burn,3,org,F,8.0,24.64,8.0,1,0.052014659,41.077,1.095,4161.17272,1709.284918
JFSP_TC24,JFSP_Boby,ps.5181,JFSP_Boby_ps.450,JFSP_TC24,63.46201,-142.47032,Burn,3,org,H,15.0,31.64,7.0,1,0.103811452,33.877,0.744,7266.80164,2461.774392
JFSP_TC24,JFSP_Boby,ps.5182,JFSP_Boby_ps.451,JFSP_TC24,63.46201,-142.47032,Burn,3,min,M1,20.0,36.64,5.0,1,0.325886447,20.593,0.811,16294.32235,3355.489802
JFSP_TC24,JFSP_Boby,ps.5183,JFSP_Boby_ps.452,JFSP_TC24,63.46201,-142.47032,Burn,3,min,M2,25.0,41.64,5.0,1,0.894038976,4.785,0.242,44701.9488,2138.98825
JFSP_TC25,JFSP_Boby,ps.5189,JFSP_Boby_ps.458,JFSP_TC25,63.42012,-142.48093,Burn,1,org,F,8.5,17.82,5.5,1,0.060942318,44.394,1.341,3351.82749,1488.010296
JFSP_TC25,JFSP_Boby,ps.5190,JFSP_Boby_ps.459,JFSP_TC25,63.42012,-142.48093,Burn,1,org,H,13.5,22.82,5.0,1,0.037073261,33.304,1.306,1853.66305,617.3439422
JFSP_TC25,JFSP_Boby,ps.5191,JFSP_Boby_ps.460,JFSP_TC25,63.42012,-142.48093,Burn,1,min,M1,18.5,27.82,5.0,1,0.427910371,9.663,0.608,21395.51855,2067.448957
JFSP_TC25,JFSP_Boby,ps.5188,JFSP_Boby_ps.457,JFSP_TC25,63.42012,-142.48093,Burn,1,org,DM,3.0,12.32,3.0,1,0.038419343,39.102,1.089,1152.58029,450.681945
JFSP_TC25,JFSP_Boby,ps.5197,JFSP_Boby_ps.466,JFSP_TC25,63.42012,-142.48093,Burn,3,org,F,5.0,14.32,5.0,1,0.033172354,41.486,1.239,1658.6177,688.094139
JFSP_TC25,JFSP_Boby,ps.5198,JFSP_Boby_ps.467,JFSP_TC25,63.42012,-142.48093,Burn,3,org,H,12.5,21.82,7.5,1,0.114258257,35.78166667,1.556333333,8569.369275,3066.26315
JFSP_TC25,JFSP_Boby,ps.5199,JFSP_Boby_ps.468,JFSP_TC25,63.42012,-142.48093,Burn,3,min,M1,17.5,26.82,5.0,1,0.917801971,4.868,0.38,45890.09855,2233.929997
JFSP_TC25,JFSP_Boby,ps.5200,JFSP_Boby_ps.469,JFSP_TC25,63.42012,-142.48093,Burn,3,min,M2,22.5,31.82,5.0,1,1.11708307,1.449,0.196,55854.1535,809.3266842
JFSP_TC25,JFSP_Boby,ps.5201,JFSP_Boby_ps.470,JFSP_TC25,63.42012,-142.48093,Burn,4,org,DM,5.0,14.32,5.0,1,0.016702624,41.231,0.948,835.1312,344.3329451
JFSP_TC25,JFSP_Boby,ps.5202,JFSP_Boby_ps.471,JFSP_TC25,63.42012,-142.48093,Burn,4,org,F,15.0,24.32,10.0,1,0.043640377,41.412,0.948,4364.0377,1807.235292
JFSP_TC25,JFSP_Boby,ps.5203,JFSP_Boby_ps.472,JFSP_TC25,63.42012,-142.48093,Burn,4,org,H,23.0,32.32,8.0,1,0.142091302,36.542,1.675,11367.30416,4153.840286
JFSP_TC25,JFSP_Boby,ps.5204,JFSP_Boby_ps.473,JFSP_TC25,63.42012,-142.48093,Burn,4,min,M1,28.0,37.32,5.0,1,0.375372535,19.016,0.942,18768.62675,3569.042063
JFSP_TC25,JFSP_Boby,ps.5192,JFSP_Boby_ps.461,JFSP_TC25,63.42012,-142.48093,Burn,1,min,M2,23.5,32.82,5.0,1,0.879826214,0.869,0.055,43991.3107,382.28449
JFSP_TC25,JFSP_Boby,ps.5193,JFSP_Boby_ps.462,JFSP_TC25,63.42012,-142.48093,Burn,2,org,F,15.0,24.32,15.0,1,0.047784285,40.968,1.167,7167.64275,2936.439882
JFSP_TC25,JFSP_Boby,ps.5194,JFSP_Boby_ps.463,JFSP_TC25,63.42012,-142.48093,Burn,2,org,H,20.0,29.32,5.0,1,0.200287523,37.499,1.688,10014.37615,3755.290912
JFSP_TC25,JFSP_Boby,ps.5195,JFSP_Boby_ps.464,JFSP_TC25,63.42012,-142.48093,Burn,2,min,M1,25.0,34.32,5.0,1,0.39307607,10.557,0.695,19653.8035,2074.852035
JFSP_TC25,JFSP_Boby,ps.5196,JFSP_Boby_ps.465,JFSP_TC25,63.42012,-142.48093,Burn,2,min,M2,30.0,39.32,5.0,1,1.270772181,2.666,0.179,63538.60905,1693.939317
JFSP_TC25,JFSP_Boby,ps.5205,JFSP_Boby_ps.474,JFSP_TC25,63.42012,-142.48093,Burn,4,min,M2,31.0,40.32,3.0,1,0.93218415,4.825,0.363,27965.5245,1349.336557
JFSP_TC26,JFSP_Boby,ps.5210,JFSP_Boby_ps.479,JFSP_TC26,63.52002,-142.38799,Burn,2,org,F,8.0,21.37,8.0,1,0.05357775,42.366,0.982,4286.22,1815.899965
JFSP_TC26,JFSP_Boby,ps.5212,JFSP_Boby_ps.481,JFSP_TC26,63.52002,-142.38799,Burn,2,min,M1,16.5,29.87,5.0,1,1.100253061,2.817,0.164,55012.65305,1549.706436
JFSP_TC26,JFSP_Boby,ps.5213,JFSP_Boby_ps.482,JFSP_TC26,63.52002,-142.38799,Burn,2,min,M2,21.5,34.87,5.0,1,1.286941794,0.879,0.08,64347.0897,565.6109185
JFSP_TC26,JFSP_Boby,ps.5214,JFSP_Boby_ps.483,JFSP_TC26,63.52002,-142.38799,Burn,3,org,H,6.0,19.37,6.0,1,0.485791056,29.574,1.155,29147.46336,8620.070814
JFSP_TC26,JFSP_Boby,ps.5211,JFSP_Boby_ps.480,JFSP_TC26,63.52002,-142.38799,Burn,2,org,H,11.5,24.87,3.5,1,0.17241057,28.925,1.291,6034.36995,1745.441508
JFSP_TC26,JFSP_Boby,ps.5216,JFSP_Boby_ps.485,JFSP_TC26,63.52002,-142.38799,Burn,3,min,M2,16.0,29.37,5.0,1,1.186060954,1.609,0.089,59303.0477,954.1860375
JFSP_TC26,JFSP_Boby,ps.5217,JFSP_Boby_ps.486,JFSP_TC26,63.52002,-142.38799,Burn,4,org,DM,8.0,21.37,8.0,1,0.032916062,33.683,0.829,2633.28496,886.9693731
JFSP_TC26,JFSP_Boby,ps.5218,JFSP_Boby_ps.487,JFSP_TC26,63.52002,-142.38799,Burn,4,org,H,24.0,37.37,16.0,1,0.219294326,25.899,1.219,35087.09216,9087.205999
JFSP_TC26,JFSP_Boby,ps.5215,JFSP_Boby_ps.484,JFSP_TC26,63.52002,-142.38799,Burn,3,min,M1,11.0,24.37,5.0,1,0.773019023,4.019,0.198,38650.95115,1553.381727
JFSP_TC26,JFSP_Boby,ps.5220,JFSP_Boby_ps.489,JFSP_TC26,63.52002,-142.38799,Burn,4,min,M1,35.0,48.37,6.0,1,0.608383192,8.726,0.408,36502.99152,3185.25104
JFSP_TC26,JFSP_Boby,ps.5207,JFSP_Boby_ps.476,JFSP_TC26,63.52002,-142.38799,Burn,1,org,H,13.0,26.37,9.5,1,0.242172339,28.028,1.241,23006.37221,6448.226002
JFSP_TC26,JFSP_Boby,ps.5208,JFSP_Boby_ps.477,JFSP_TC26,63.52002,-142.38799,Burn,1,min,M1,18.0,31.37,5.0,1,0.484159702,14.587,0.742,24207.9851,3531.218787
JFSP_TC26,JFSP_Boby,ps.5209,JFSP_Boby_ps.478,JFSP_TC26,63.52002,-142.38799,Burn,1,min,M2,23.0,36.37,5.0,1,0.925752796,7.426,0.39,46287.6398,3437.320132
JFSP_TC26,JFSP_Boby,ps.5219,JFSP_Boby_ps.488,JFSP_TC26,63.52002,-142.38799,Burn,4,min,M2,29.0,42.37,5.0,1,1.132918515,3.304666667,0.186333333,56645.92575,1871.959026
JFSP_TC26,JFSP_Boby,ps.5206,JFSP_Boby_ps.475,JFSP_TC26,63.52002,-142.38799,Burn,1,org,F,3.5,16.87,3.5,1,0.127879505,39.928,1.348,4475.782675,1787.090506
JFSP_TC27,JFSP_Boby,ps.5226,JFSP_Boby_ps.495,JFSP_TC27,63.40473,-142.46973,Burn,2,org,F,18.0,36.23,6.0,1,0.035180559,41.048,1.054,2110.83354,866.4549515
JFSP_TC27,JFSP_Boby,ps.5227,JFSP_Boby_ps.496,JFSP_TC27,63.40473,-142.46973,Burn,2,org,H,26.0,44.23,8.0,1,0.129123646,31.936,1.28,10329.89168,3298.954207
JFSP_TC27,JFSP_Boby,ps.5224,JFSP_Boby_ps.493,JFSP_TC27,63.40473,-142.46973,Burn,1,min,M2,27.0,45.23,5.0,1,1.37425489,0.403,0.094,68712.7445,276.9123603
JFSP_TC27,JFSP_Boby,ps.5225,JFSP_Boby_ps.494,JFSP_TC27,63.40473,-142.46973,Burn,2,org,DM,12.0,30.23,12.0,1,0.027483121,37.986,0.827,3297.97452,1252.768601
JFSP_TC27,JFSP_Boby,ps.5230,JFSP_Boby_ps.499,JFSP_TC27,63.40473,-142.46973,Burn,3,org,F,10.0,28.23,10.0,1,0.045753141,41.64,1.158,4575.3141,1905.160791
JFSP_TC27,JFSP_Boby,ps.5231,JFSP_Boby_ps.500,JFSP_TC27,63.40473,-142.46973,Burn,3,org,H,14.5,32.73,4.5,1,0.170482314,29.187,1.2,7671.70413,2239.140284
JFSP_TC27,JFSP_Boby,ps.5228,JFSP_Boby_ps.497,JFSP_TC27,63.40473,-142.46973,Burn,2,min,M1,31.0,49.23,5.0,1,0.969483756,4.66,0.291,48474.1878,2258.897151
JFSP_TC27,JFSP_Boby,ps.5229,JFSP_Boby_ps.498,JFSP_TC27,63.40473,-142.46973,Burn,2,min,M2,36.0,54.23,5.0,1,1.186323444,1.635,0.154,59316.1722,969.8194155
JFSP_TC27,JFSP_Boby,ps.5221,JFSP_Boby_ps.490,JFSP_TC27,63.40473,-142.46973,Burn,1,org,F,7.0,25.23,7.0,1,0.0496732,43.856,1.181,3477.124,1524.927501
JFSP_TC27,JFSP_Boby,ps.5222,JFSP_Boby_ps.491,JFSP_TC27,63.40473,-142.46973,Burn,1,org,H,17.0,35.23,10.0,1,0.225015583,26.378,1.336,22501.5583,5935.461048
JFSP_TC27,JFSP_Boby,ps.5223,JFSP_Boby_ps.492,JFSP_TC27,63.40473,-142.46973,Burn,1,min,M1,22.0,40.23,5.0,1,0.965962566,3.153,0.245,48298.1283,1522.839985
JFSP_TC27,JFSP_Boby,ps.5237,JFSP_Boby_ps.506,JFSP_TC27,63.40473,-142.46973,Burn,4,min,M2,20.5,38.73,5.0,1,1.183811842,1.299,0.126,59190.5921,768.8857914
JFSP_TC27,JFSP_Boby,ps.5233,JFSP_Boby_ps.502,JFSP_TC27,63.40473,-142.46973,Burn,3,min,M2,24.5,42.73,5.0,1,0.982541901,2.681,0.156,49127.09505,1317.097418
JFSP_TC27,JFSP_Boby,ps.5234,JFSP_Boby_ps.503,JFSP_TC27,63.40473,-142.46973,Burn,4,org,F,1.5,19.73,1.5,1,0.085809524,38.834,1.282,1287.14286,499.8490583
JFSP_TC27,JFSP_Boby,ps.5235,JFSP_Boby_ps.504,JFSP_TC27,63.40473,-142.46973,Burn,4,org,H,10.5,28.73,9.0,1,0.181264862,30.681,1.22,16313.83758,5005.248508
JFSP_TC27,JFSP_Boby,ps.5232,JFSP_Boby_ps.501,JFSP_TC27,63.40473,-142.46973,Burn,3,min,M1,19.5,37.73,5.0,1,0.918791673,4.296,0.256,45939.58365,1973.564514
JFSP_TC27,JFSP_Boby,ps.5236,JFSP_Boby_ps.505,JFSP_TC27,63.40473,-142.46973,Burn,4,min,M1,15.5,33.73,5.0,1,1.203851646,2.095,0.141,60192.5823,1261.034599
JFSP_TC29,JFSP_Boby,ps.5238,JFSP_Boby_ps.507,JFSP_TC29,63.38705,-142.52443,Burn,1,org,F,3.0,16.55,3.0,1,0.126317741,41.444,1.222,3789.53223,1570.533737
JFSP_TC29,JFSP_Boby,ps.5239,JFSP_Boby_ps.508,JFSP_TC29,63.38705,-142.52443,Burn,1,org,H,7.0,20.55,4.0,1,0.163231952,34.063,1.302,6529.27808,2224.067992
JFSP_TC29,JFSP_Boby,ps.5240,JFSP_Boby_ps.509,JFSP_TC29,63.38705,-142.52443,Burn,1,min,M1,12.0,25.55,5.0,1,0.811752451,3.691,0.22,40587.62255,1498.089148
JFSP_TC29,JFSP_Boby,ps.5242,JFSP_Boby_ps.511,JFSP_TC29,63.38705,-142.52443,Burn,2,org,H,2.0,15.55,2.0,1,0.225849326,32.489,1.25,4516.98652,1467.52375
JFSP_TC29,JFSP_Boby,ps.5243,JFSP_Boby_ps.512,JFSP_TC29,63.38705,-142.52443,Burn,2,min,M1,7.0,20.55,5.0,1,0.828905091,7.235,0.392,41445.25455,2998.564167
JFSP_TC29,JFSP_Boby,ps.5244,JFSP_Boby_ps.513,JFSP_TC29,63.38705,-142.52443,Burn,2,min,M2,12.0,25.55,5.0,1,1.399961216,1.255,0.091,69998.0608,878.475663
JFSP_TC29,JFSP_Boby,ps.5241,JFSP_Boby_ps.510,JFSP_TC29,63.38705,-142.52443,Burn,1,min,M2,17.0,30.55,5.0,1,0.942226715,2.166,0.119,47111.33575,1020.431532
JFSP_TC29,JFSP_Boby,ps.5248,JFSP_Boby_ps.517,JFSP_TC29,63.38705,-142.52443,Burn,4,min,M2,10.0,23.55,5.0,1,1.022002078,2.599,0.17,51100.1039,1328.0917
JFSP_TC29,JFSP_Boby,ps.5245,JFSP_Boby_ps.514,JFSP_TC29,63.38705,-142.52443,Burn,3,min,M1,5.0,18.55,5.0,1,0.83588862,8.772,0.497,41794.431,3666.207487
JFSP_TC29,JFSP_Boby,ps.5246,JFSP_Boby_ps.515,JFSP_TC29,63.38705,-142.52443,Burn,3,min,M2,10.0,23.55,5.0,1,1.326342973,0.093,0.087,66317.14865,61.67494824
JFSP_TC29,JFSP_Boby,ps.5247,JFSP_Boby_ps.516,JFSP_TC29,63.38705,-142.52443,Burn,4,min,M1,5.0,18.55,5.0,1,0.423690122,7.865,0.57,21184.5061,1666.161405
JFSP_TKN0103,JFSP_Boby,ps.5332,JFSP_Boby_ps.601,JFSP_TKN0103,64.77228278,-148.2698808,Control,6RA,org,BM,17.5,17.5,14.5,1,0.022,46.218,0.641,3190.0,1474.3542
JFSP_TKN0103,JFSP_Boby,ps.5333,JFSP_Boby_ps.602,JFSP_TKN0103,64.77228278,-148.2698808,Control,6RA,org,F,30.0,30.0,12.5,1,0.035,43.924,1.092,4375.0,1921.675
JFSP_TKN0103,JFSP_Boby,ps.5334,JFSP_Boby_ps.603,JFSP_TKN0103,64.77228278,-148.2698808,Control,6RA,min,M1,35.0,35.0,5.0,1,0.238,43.754,0.951,11900.0,5206.726
JFSP_TKN0103,JFSP_Boby,ps.5335,JFSP_Boby_ps.604,JFSP_TKN0103,64.77228278,-148.2698808,Control,6RA,min,M2,40.0,40.0,5.0,1,0.839693,7.01219,0.3979,41984.65,2944.043429
JFSP_TKN0103,JFSP_Boby,ps.5336,JFSP_Boby_ps.605,JFSP_TKN0103,64.77228278,-148.2698808,Control,6NT,org,GM,2.5,2.5,2.5,1,0.012,45.219,0.887,300.0,135.657
JFSP_TKN0103,JFSP_Boby,ps.5337,JFSP_Boby_ps.606,JFSP_TKN0103,64.77228278,-148.2698808,Control,6NT,org,BM,24.5,24.5,22.0,1,0.029,44.982,0.596,6380.0,2869.8516
JFSP_TKN0103,JFSP_Boby,ps.5338,JFSP_Boby_ps.607,JFSP_TKN0103,64.77228278,-148.2698808,Control,6NT,org,F,32.5,32.5,8.0,1,0.047,40.511,1.144,3760.0,1523.2136
JFSP_TKN0103,JFSP_Boby,ps.5339,JFSP_Boby_ps.608,JFSP_TKN0103,64.77228278,-148.2698808,Control,6NT,org,H,38.0,38.0,5.5,1,0.041,43.072,1.322,2255.0,971.2736
JFSP_TKN0103,JFSP_Boby,ps.5331,JFSP_Boby_ps.600,JFSP_TKN0103,64.77228278,-148.2698808,Control,6RA,org,GM,3.0,3.0,3.0,1,0.008,42.38,0.72,240.0,101.712
JFSP_TKN0103,JFSP_Boby,ps.5345,JFSP_Boby_ps.614,JFSP_TKN0103,64.77228278,-148.2698808,Control,12RA,org,H,18.5,18.5,5.5,1,0.067,45.133,1.477,3685.0,1663.15105
JFSP_TKN0103,JFSP_Boby,ps.5346,JFSP_Boby_ps.615,JFSP_TKN0103,64.77228278,-148.2698808,Control,12RA,min,M1,23.5,23.5,5.0,1,0.368,9.428,0.458,18400.0,1734.752
JFSP_TKN0103,JFSP_Boby,ps.5347,JFSP_Boby_ps.616,JFSP_TKN0103,64.77228278,-148.2698808,Control,12RA,min,M2,28.5,28.5,5.0,1,0.839693,9.987,0.824,41984.65,4193.006996
JFSP_TKN0103,JFSP_Boby,ps.5348,JFSP_Boby_ps.617,JFSP_TKN0103,64.77228278,-148.2698808,Control,12NT,org,GM,2.5,2.5,2.5,1,0.01,43.299,0.719,250.0,108.2475
JFSP_TKN0103,JFSP_Boby,ps.5349,JFSP_Boby_ps.618,JFSP_TKN0103,64.77228278,-148.2698808,Control,12NT,org,BM,22.5,22.5,20.0,1,0.037,42.386,0.776,7400.0,3136.564
